"index","工作內容"
51,"韓文兼職翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及韓文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 稿費之發放標準與時間細節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
52,"**此職缺非短期寒暑假工讀，需能配合至少半年以上**
1. 主要工作為文書校對及電腦版面排版工作(公司有完整的教育訓練)。
2. 須臨時支援各部門指派之工作。
3. 須具備耐心、細心,能接受長時間坐著工作,對語言有興趣,無經驗可。
4. 應屆畢業生或夜間部學生亦可,具英文讀寫能力者優先錄取。
5. 上班時間週一至週五 09:00-18:30(中午午休12:00-13:30)，時間可再協商。"
53,"越南文兼職翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及越南文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 稿費之發放標準與時間細節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
54,"日文兼職翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及日文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 稿費之發放標準與時間點細節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
55,"英文兼差翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，接件交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及英文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 相較於其他許多同業，本公司對稿費之發放標準與時間點較之許多同業優厚頗多，細節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
56,"印度馬拉地文兼職翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及馬拉地文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 稿費之發放標準與時間細節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
57,"1. 撰寫或改寫國內外車壇新聞
2. 支援新車試駕採訪工作
"
58,"工作內容:
- 不同領域/程度的學員，建立專屬的英語教學大綱(Lesson Plan) 和教材
- 快速透析學員表達上須突破的盲點，並提供調整方向
- 了解中、英文語言上的差異，對人敏感度高。

資歷和經驗:
- 學士/碩士(含)以上專業相關學位 (語言，教育、英美文學，I.T.  MBA、金融、財務、人資，新聞等)
- 中籍、雙語或英語系國籍教師 (北美, 英國, 澳大利亞, 紐西蘭或南非)
- 人格特質: 語言技巧、領導、啟發能力、聆聽、喜好旅遊、喜歡和不同文化人士交流
- 具策略思維、有business sense"
59,"【工作內容】
1. 協助處理AI訓練所需大量的訓練資料(Training Data)
2. 負責協助整理、標註資料(圖像/語音/文字等)
3. 分析客戶業務邏輯與情境，協助整理過往客服文本
4. 訓練艾斯NLP引擎
5. 設計各類對話場景，優化使用體驗

【需求條件】
1. 具備閱讀與寫作能力，熟習各群體的用字遣詞
2. 財經、管理、資訊或中國語文相關學系佳
3. 具備邏輯分析與思辨能力
4.一週需到職3天

【加分條件】
1. 英文或其他外語（如越南語）能力
2. 具備統計分析之基礎知識
"
60,"技術文件翻譯 - 長廣數位翻譯有限公司
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須具備專業技術背景、精通中文及相關外國語，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 相較於其他許多同業，本公司對稿費之發放標準與時間點較之許多同業優厚頗多，細節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
61,"西班牙文兼職翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及西班牙文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 稿費之發放標準與匯款時間細節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
62,"豪薩文兼職翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及豪薩文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 稿費之發放標準與時間節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
63,"盧森堡文兼職翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及盧森堡文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 稿費之發放標準與時間節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
64,"優魯巴文兼職翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及優魯巴文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 稿費之發放標準與時間節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
65,"蓋爾文兼職翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及蓋爾文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 稿費之發放標準與時間細節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
66,"意第緒文兼職翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及意第緒文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 稿費之發放標準與時間節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
67,"瑟索托文兼職翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及瑟索托文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 稿費之發放標準與時間節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
68,"愛爾蘭文兼職翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及愛爾蘭文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 稿費之發放標準與時間點細節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
69,"卡納達文兼職翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及卡納達文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 稿費之發放標準與時間點細節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
70,"錫蘭文兼職翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及錫蘭文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 稿費之發放標準與時間細節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
71,"羅馬尼亞文兼職翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及羅馬尼亞文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 稿費之發放標準與時間細節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
72,"賽爾維亞文兼職翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及賽爾維亞文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 稿費之發放標準與時間細節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
73,"旁遮普文兼職翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及旁遮普文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 稿費之發放標準與時間細節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
74,"夏威夷文兼職翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及夏威夷文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 稿費之發放標準與時間節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
75,"泰盧固文兼職翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及泰盧固文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 稿費之發放標準與時間細節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
76,"索馬里文兼職翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及索馬里文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 稿費之發放標準與時間細節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
77,"南非祖魯文兼職翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及南非祖魯文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 稿費之發放標準與時間細節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
78,"苗文兼職翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及苗文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 稿費之發放標準與時間細節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
79,"吉爾吉斯文兼職翻譯師 
1.為維護本公司作品之高品質，所有應徵者均須經過基本學經歷條件初審、以及試譯之甄選程序，且通過甄選後承接之翻譯案件依慣例都是視接案情況、由小而大、逐漸放大加碼，以確保客戶權益。
2.應徵者甄選通過後，於正式接案前每位翻譯師均須簽署一份保密切結書，承諾恪遵對客戶資料之保密，於未簽署該保密切結書之前則視為仍未符合任用條件。
3.此為兼職性質，無固定接案量，視客戶來稿量與個別譯者接件狀況而定，人員核實後之接件與交件原則上以 Email 及電話聯繫即可。
4.應徵者須精通中文及吉爾吉斯文，且一定需要具備個人電腦、網際網路及 MS Office 使用與編輯能力。
5.本公司兼差翻譯師接案之單價依譯件大小、該領域之專業難易度，以及譯者之專業分級而定。
6. 稿費之發放標準與時間細節俟雙方決定合作後再作詳談。
7. 請依附件檢附詳細履歷，於專業上尤請註記詳細學經歷及專長領域，有證照亦請檢附，以方便初審評估作業。若精通多種外國語言，也請在mail的主旨上註明，歡迎海外人士以及全省各地有興趣者加入我們的行列！"
