"index","工作內容"
33,"跑熊貓或uber外送伙伴，歡迎來兼職
☆留line更快速連繫面試☆
☆歡迎待役伙伴☆

歡迎「延長學業」同學加入
歡迎「上課太閒」同學加入
歡迎「空堂太多」同學加入
歡迎鄰近樹科大、義大、高師大(燕巢校區)、高苑科大、高科大學生加入
歡迎住大社、楠梓、燕巢、仁武、橋頭、嶺口、里港的同學加入
歡迎加工區休假太多的電子業從業人員來兼差!!!


每週能配班3~5天，排班彈性!

兼職人員：
1、享勞/健/團保 
2、薪資：實習期間時薪160元起。
3、獎金：依工作效率加發獎金。
4、歡迎大學在學生、延畢生兼職，每週可安排3或5天班以上。
5、歡迎在職人士假日兼職。
6、歡迎新住民兼職(需有台灣身份證)
7、歡迎國外留學生、僑生加入。(需有工作證，每日四小時班，能符合勞動部所規定週時數上限。)
8、歡迎畢業等待當兵之準役男

可直接電洽 袁課長 0981246047

電洽時間 上午10點~下午15點(如未接電話或轉語音信箱，請打短訊給我留言。)

★★有意願投入人員，請先行投履歷，為您安排面試時間★★

☆☆更積極應徵人員，可以留下LINE的ID，聯絡更加快速☆☆

請攜帶原子筆及證件(警衛室換證用)

面試時，請穿長褲、不能穿拖鞋。
"
34,"OK超商門市工作環境乾淨舒適是一個融合工作與歡樂的園地。
工作內容包括：
1.協助營運維護、顧客服務、商品管理及賣場清潔等事宜。
2.本職務為兼職門市人員，可配合排班。
3.有額外工作獎金薪資依能力調整

"
35,"OK超商門市工作環境乾淨舒適是一個融合工作與歡樂的園地。
工作內容包括：
1.協助營運維護、顧客服務、商品管理及賣場清潔等事宜。
2.本職務為兼職門市人員，可配合排班。
3.有額外工作獎金薪資依能力調整

"
36,"Amaze Yourself !! 歡迎加入全球第一女性健身品牌!!
Curves (可爾姿)讓所有女性，由內而外散發自信健康的美麗光彩。

【有意義的工作】
1.運動指導：提供健身諮詢服務，正確指導器材操作。
2,運動支持：給予會員正向的運動建議和關心，協助會員一步步達成目標。
3.活動宣傳：發揮創意想像來設計活動，使運動變得有趣又好玩, 宣傳活動開發會員。

Curves教練是個非常有趣、廣泛兼具挑戰性的工作，在公司的各類研習，還有職涯規劃，幫助大家提升能力，學習於運動支持、活動企劃、品牌宣傳、行政管理...等多元領域！不論有無運動相關工作經驗，本公司皆會重新進行在職訓練與運動專業相關的培訓。

歡迎熱情活潑、喜愛運動、想要充實自己豐富人生並勇於挑戰自我的夥伴。
竭誠歡迎你~加入我們的行列~"
37,"怡和迅達集團
未來菁英計畫 – 2021暑期實習生招募
Jardine Schindler Group  - Future Elite Summer Internship Program (Taiwan)

迅達集團於1874年成立於瑞士，是電梯、電扶梯及相關服務之國際性領導品牌，全球每天有超過十億人次使用迅達的產品與服務。迅達集團在全球超過100個國家設有據點，擁有超過六萬名員工，並致力於提供員工完整紮實的培訓以及職涯發展機會，提供優秀人才國際型的舞台，讓員工能一展長才。

迅達集團官方網站：https://www.schindler.com/

怡和迅達集團為香港怡和集團和瑞士迅達集團所合資之外商公司，結合兩集團超過300年的商業經營經驗、地區專業和卓越的工程經驗。Jardine Schindler Group總部設立於香港，在台灣、新加坡、香港、馬來西亞、泰國、印尼、菲律賓、汶萊、柬埔寨、緬甸和越南等地設有分公司，提供電梯、電扶梯和電動走道的安裝、保養及整修等服務。怡和迅達集團擁有超過 3,000 名的員工，主要業務分為兩大部門：新建工程部門：新梯案的規劃與安裝業務；與服務部門-電(扶)梯保養維修和整修業務。

怡和集團於台灣的關係企業包括：IKEA、Pizza Hut、Mandarin Oriental Hotel文華東方酒店等。


【未來菁英計畫】2021暑期實習計畫

實習生將會參與各部門工作專案協助推動營運相關專案，過程中會安排業師指導讓實習生們能順利了解部門運作，歡迎對於業務開發、行銷、雇主品牌經營、內部流程改善或工作數位化相關內容有興趣的同學加入此實習計畫!

專案內容將包含以下主題，將依錄取者專長進行專案分配：
–	市場行銷及重點客戶分析
–	客戶滿意度升級方案
–	前線案場與承包商管理優化
–	數位化工作流程再造
–	企業雇主品牌經營

2020年暑期實習生心得分享：https://www.youtube.com/watch?v=ZCfmWGzd1cU


【參與未來菁英計畫 你將會得到…】
–	1-2個跨部門/職能整合類專案執行經驗 
–	專屬業師指導、專業人資提供職涯規劃方向諮詢 
–	深入了解全球領先之產業資訊及體驗各專業職能工作內容 
–	結業成果發表獎學金 
–	表現優秀者另可獲得進階工讀、內部正式職務和迅達全球儲備幹部等工作機會



	實習期間:         2021年7月1日至2021年8月31日
	上班時間:         星期⼀⾄星期五 8:30-17:30
	薪酬:                 ⽉薪NT$27,000 (實際薪資按照出勤日數比例計算)，享勞健保
	申請截⽌⽇：  2021年6⽉4⽇(星期五) 23:59
	如何申請：請將中英文履歷與個人影片(三分鐘為上限，說明申請動機)寄⾄
 joanna.lin@schindler.com，先到先審並先安排⾯試，招募⾄額滿為⽌，敬請把握時間。



"
38,"Amaze Yourself !! 歡迎加入全球第一女性健身品牌!!
Curves (可爾姿)讓所有女性，由內而外散發自信健康的美麗光彩。

【有意義的工作】
1.運動指導：提供健身諮詢服務，正確指導器材操作。
2,運動支持：給予會員正向的運動建議和關心，協助會員一步步達成目標。
3.活動宣傳：發揮創意想像來設計活動，使運動變得有趣又好玩, 宣傳活動開發會員。

Curves教練是個非常有趣、廣泛兼具挑戰性的工作，在公司的各類研習，還有職涯規劃，幫助大家提升能力，學習於運動支持、活動企劃、品牌宣傳、行政管理...等多元領域！不論有無運動相關工作經驗，本公司皆會重新進行在職訓練與運動專業相關的培訓。

歡迎熱情活潑、喜愛運動、想要充實自己豐富人生並勇於挑戰自我的夥伴。
竭誠歡迎妳~加入我們的行列!
內壢環中店營業時間：
星期一至五：10:30~12:00、15:30~21:00
星期六:10:00~13:00

喜歡與人接觸的服務業，期待工作時數可以正常合理，希望假日可以跟家人朋友相處，Curves是妳的好選擇。

我們是全球最大連鎖健身第一品牌，也是台灣分店最多的運動中心。有別於傳統大型健身中心，是專為女性打造的器材與健身計劃，是讓女性能夠安心、健康、愉快的運動和工作環境。

上網了解更多訊息
台灣官網 http://www.curves.com.tw/
官方部落格http://curveslike.blogspot.tw/
"
39,"Amaze Yourself !! 歡迎加入全球第一女性健身品牌!!
Curves (可爾姿)讓所有女性，由內而外散發自信健康的美麗光彩。

【有意義的工作】
1.運動指導：提供健身諮詢服務，正確指導器材操作。
2,運動支持：給予會員正向的運動建議和關心，協助會員一步步達成目標。
3.活動宣傳：發揮創意想像來設計活動，使運動變得有趣又好玩, 宣傳活動開發會員。

Curves教練是個非常有趣、廣泛兼具挑戰性的工作，在公司的各類研習，還有職涯規劃，幫助大家提升能力，學習於運動支持、活動企劃、品牌宣傳、行政管理...等多元領域！不論有無運動相關工作經驗，本公司皆會重新進行在職訓練與運動專業相關的培訓。

歡迎熱情活潑、喜愛運動、想要充實自己豐富人生並勇於挑戰自我的夥伴。
竭誠歡迎妳~加入我們的行列!
營業時間：
星期一至五：11:00~13:30、15:30~20:30
星期六:10:00~13:00

喜歡與人接觸的服務業，期待工作時數可以正常合理，希望假日可以跟家人朋友相處，Curves是妳的好選擇。

我們是全球最大連鎖健身第一品牌，也是台灣分店最多的運動中心。有別於傳統大型健身中心，是專為女性打造的器材與健身計劃，是讓女性能夠安心、健康、愉快的運動和工作環境。

上網了解更多訊息
台灣官網 http://www.curves.com.tw/
官方部落格http://curveslike.blogspot.tw/
"
40,"Amaze Yourself !! 歡迎加入全球第一女性健身品牌!!
Curves (可爾姿)讓所有女性，由內而外散發自信健康的美麗光彩。

【有意義的工作】
1.運動指導：提供健身諮詢服務，正確指導器材操作。
2,運動支持：給予會員正向的運動建議和關心，協助會員一步步達成目標。
3.活動宣傳：發揮創意想像來設計活動，使運動變得有趣又好玩, 宣傳活動開發會員。

Curves教練是個非常有趣、廣泛兼具挑戰性的工作，在公司的各類研習，還有職涯規劃，幫助大家提升能力，學習於運動支持、活動企劃、品牌宣傳、行政管理...等多元領域！不論有無運動相關工作經驗，本公司皆會重新進行在職訓練與運動專業相關的培訓。

歡迎熱情活潑、喜愛運動、想要充實自己豐富人生並勇於挑戰自我的夥伴。
竭誠歡迎妳~加入我們的行列!

桃園大湳店工作時間：
星期一至五：11:30~13:00、14:30~21:00
星期六:10:00~13:00

喜歡與人接觸的服務業，期待工作時數可以正常合理，希望假日可以跟家人朋友相處，Curves是妳的好選擇。

我們是全球最大連鎖健身第一品牌，也是台灣分店最多的運動中心。有別於傳統大型健身中心，是專為女性打造的器材與健身計劃，是讓女性能夠安心、健康、愉快的運動和工作環境。

上網了解更多訊息
台灣官網 http://www.curves.com.tw/
粉絲專頁 https://www.facebook.com/curvestts/
官方部落格http://curveslike.blogspot.tw/
"
41,"Amaze Yourself !! 歡迎加入全球第一女性健身品牌!!
Curves (可爾姿)讓所有女性，由內而外散發自信健康的美麗光彩。

【有意義的工作】
1.運動指導：提供健身諮詢服務，正確指導器材操作。
2,運動支持：給予會員正向的運動建議和關心，協助會員一步步達成目標。
3.活動宣傳：發揮創意想像來設計活動，使運動變得有趣又好玩, 宣傳活動開發會員。

Curves教練是個非常有趣、廣泛兼具挑戰性的工作，在公司的各類研習，還有職涯規劃，幫助大家提升能力，學習於運動支持、活動企劃、品牌宣傳、行政管理...等多元領域！不論有無運動相關工作經驗，本公司皆會重新進行在職訓練與運動專業相關的培訓。

歡迎熱情活潑、喜愛運動、想要充實自己豐富人生並勇於挑戰自我的夥伴。
竭誠歡迎妳~加入我們的行列!

竹北福興店工作時間：
星期一至五：11:00~13:00、14:30~21:00
星期六:10:00~13:00

喜歡與人接觸的服務業，期待工作時數可以正常合理，希望假日可以跟家人朋友相處，Curves是妳的好選擇。

我們是全球最大連鎖健身第一品牌，也是台灣分店最多的運動中心。有別於傳統大型健身中心，是專為女性打造的器材與健身計劃，是讓女性能夠安心、健康、愉快的運動和工作環境。

上網了解更多訊息
台灣官網 http://www.curves.com.tw/"
42,"~~~你熱愛音樂? 就是潮??能帶動氣氛???~~歡迎來挑戰~~~
1.應用擴大機與相關電腦、音響器材
2.將音效(音樂)設計者的創作精確執行
3.掌握現場音樂及氣氛流暢度
4.在田季發爺店內與顧客互動
5.對音樂有高度熱情，口條清晰

歡迎DJ新鮮人與具相關經驗DJ高手，加入田季發爺Hito DJ群的行列！"
43,"Amaze Yourself !! 歡迎加入全球第一女性健身品牌!!
Curves (可爾姿)讓所有女性，由內而外散發自信健康的美麗光彩。

【有意義的工作】
1.運動指導：提供健身諮詢服務，正確指導器材操作。
2,運動支持：給予會員正向的運動建議和關心，協助會員一步步達成目標。
3.活動宣傳：發揮創意想像來設計活動，使運動變得有趣又好玩, 宣傳活動開發會員。

Curves教練是個非常有趣、廣泛兼具挑戰性的工作，在公司的各類研習，還有職涯規劃，幫助大家提升能力，學習於運動支持、活動企劃、品牌宣傳、行政管理...等多元領域！不論有無運動相關工作經驗，本公司皆會重新進行在職訓練與運動專業相關的培訓。

歡迎熱情活潑、喜愛運動、想要充實自己豐富人生並勇於挑戰自我的夥伴。
竭誠歡迎妳~加入我們的行列!

桃園大湳店工作時間：
星期一至五：10:30~12:00、14:00~21:00
星期六:10:00~13:00

喜歡與人接觸的服務業，期待工作時數可以正常合理，希望假日可以跟家人朋友相處，Curves是妳的好選擇。

我們是全球最大連鎖健身第一品牌，也是台灣分店最多的運動中心。有別於傳統大型健身中心，是專為女性打造的器材與健身計劃，是讓女性能夠安心、健康、愉快的運動和工作環境。

上網了解更多訊息
台灣官網 http://www.curves.com.tw/
粉絲專頁 https://www.facebook.com/CurveDaNan/
官方部落格http://curveslike.blogspot.tw/
"
44,"Amaze Yourself !! 歡迎加入全球第一女性健身品牌!!
Curves (可爾姿)讓所有女性，由內而外散發自信健康的美麗光彩。

【有意義的工作】
1.運動指導：提供健身諮詢服務，正確指導器材操作。
2,運動支持：給予會員正向的運動建議和關心，協助會員一步步達成目標。
3.活動宣傳：發揮創意想像來設計活動，使運動變得有趣又好玩, 宣傳活動開發會員。

Curves教練是個非常有趣、廣泛兼具挑戰性的工作，在公司的各類研習，還有職涯規劃，幫助大家提升能力，學習於運動支持、活動企劃、品牌宣傳、行政管理...等多元領域！不論有無運動相關工作經驗，本公司皆會重新進行在職訓練與運動專業相關的培訓。

歡迎熱情活潑、喜愛運動、想要充實自己豐富人生並勇於挑戰自我的夥伴。
竭誠歡迎妳~加入我們的行列!
建國長春店營業時間：
星期一至五：11:00~13:30、15:30~20:30
星期六:10:00~13:00

喜歡與人接觸的服務業，期待工作時數可以正常合理，希望假日可以跟家人朋友相處，Curves是妳的好選擇。

我們是全球最大連鎖健身第一品牌，也是台灣分店最多的運動中心。有別於傳統大型健身中心，是專為女性打造的器材與健身計劃，是讓女性能夠安心、健康、愉快的運動和工作環境。

上網了解更多訊息
台灣官網 http://www.curves.com.tw/
官方部落格http://curveslike.blogspot.tw/
"
45,"Amaze Yourself !! 歡迎加入全球第一女性健身品牌!!
Curves (可爾姿)讓所有女性，由內而外散發自信健康的美麗光彩。

【有意義的工作】
1.運動指導：提供健身諮詢服務，正確指導器材操作。
2,運動支持：給予會員正向的運動建議和關心，協助會員一步步達成目標。
3.活動宣傳：發揮創意想像來設計活動，使運動變得有趣又好玩, 宣傳活動開發會員。

Curves教練是個非常有趣、廣泛兼具挑戰性的工作，在公司的各類研習，還有職涯規劃，幫助大家提升能力，學習於運動支持、活動企劃、品牌宣傳、行政管理...等多元領域！不論有無運動相關工作經驗，本公司皆會重新進行在職訓練與運動專業相關的培訓。

歡迎熱情活潑、喜愛運動、想要充實自己豐富人生並勇於挑戰自我的夥伴。
竭誠歡迎妳~加入我們的行列!

台中漢口店工作時間：
星期一至五：12:30~21:30 (中間休息一小時)
星期六:10:00~13:30
週日公休、見紅就休

喜歡與人接觸的服務業，期待工作時數可以正常合理，希望假日可以跟家人朋友相處，Curves是妳的好選擇。

我們是全球最大連鎖健身第一品牌，也是台灣分店最多的運動中心。有別於傳統大型健身中心，是專為女性打造的器材與健身計劃，是讓女性能夠安心、健康、愉快的運動和工作環境。
上網了解更多訊息
台灣官網 http://www.curves.com.tw/
粉絲專業 https://www.facebook.com/curves30
官方部落格http://curveslike.blogspot.tw/
"
46,"Amaze Yourself !! 歡迎加入全球第一女性健身品牌!!
Curves (可爾姿)讓所有女性，由內而外散發自信健康的美麗光彩。

【有意義的工作】
1.運動指導：提供健身諮詢服務，正確指導器材操作。
2,運動支持：給予會員正向的運動建議和關心，協助會員一步步達成目標。
3.活動宣傳：發揮創意想像來設計活動，使運動變得有趣又好玩, 宣傳活動開發會員。

Curves教練是個非常有趣、廣泛兼具挑戰性的工作，在公司的各類研習，還有職涯規劃，幫助大家提升能力，學習於運動支持、活動企劃、品牌宣傳、行政管理...等多元領域！不論有無運動相關工作經驗，本公司皆會重新進行在職訓練與運動專業相關的培訓。

歡迎熱情活潑、喜愛運動、想要充實自己豐富人生並勇於挑戰自我的夥伴。
竭誠歡迎妳~加入我們的行列!

竹北文信店工作時間：
星期一至五：11:00~13:00、14:30~21:00
星期六:10:00~13:00

喜歡與人接觸的服務業，期待工作時數可以正常合理，希望假日可以跟家人朋友相處，Curves是妳的好選擇。

我們是全球最大連鎖健身第一品牌，也是台灣分店最多的運動中心。有別於傳統大型健身中心，是專為女性打造的器材與健身計劃，是讓女性能夠安心、健康、愉快的運動和工作環境。

上網了解更多訊息
台灣官網 http://www.curves.com.tw/"
47,"Amaze Yourself !! 歡迎加入全球第一女性健身品牌!!
Curves (可爾姿)讓所有女性，由內而外散發自信健康的美麗光彩。

【有意義的工作】
1.運動指導：提供健身諮詢服務，正確指導器材操作。
2,運動支持：給予會員正向的運動建議和關心，協助會員一步步達成目標。
3.活動宣傳：發揮創意想像來設計活動，使運動變得有趣又好玩, 宣傳活動開發會員。

Curves教練是個非常有趣、廣泛兼具挑戰性的工作，在公司的各類研習，還有職涯規劃，幫助大家提升能力，學習於運動支持、活動企劃、品牌宣傳、行政管理...等多元領域！不論有無運動相關工作經驗，本公司皆會重新進行在職訓練與運動專業相關的培訓。

歡迎熱情活潑、喜愛運動、想要充實自己豐富人生並勇於挑戰自我的夥伴。
竭誠歡迎妳~加入我們的行列!
營業時間：
星期一至五：11:00~13:30、15:30~20:30
星期六:10:00~13:00

喜歡與人接觸的服務業，期待工作時數可以正常合理，希望假日可以跟家人朋友相處，Curves是妳的好選擇。

我們是全球最大連鎖健身第一品牌，也是台灣分店最多的運動中心。有別於傳統大型健身中心，是專為女性打造的器材與健身計劃，是讓女性能夠安心、健康、愉快的運動和工作環境。

上網了解更多訊息
台灣官網 http://www.curves.com.tw/
官方部落格http://curveslike.blogspot.tw/
"
48,"Amaze Yourself !! 歡迎加入全球第一女性健身品牌!!
Curves (可爾姿)讓所有女性，由內而外散發自信健康的美麗光彩。

【有意義的工作】
1.運動指導：提供健身諮詢服務，正確指導器材操作。
2,運動支持：給予會員正向的運動建議和關心，協助會員一步步達成目標。
3.活動宣傳：發揮創意想像來設計活動，使運動變得有趣又好玩, 宣傳活動開發會員。

Curves教練是個非常有趣、廣泛兼具挑戰性的工作，在公司的各類研習，還有職涯規劃，幫助大家提升能力，學習於運動支持、活動企劃、品牌宣傳、行政管理...等多元領域！不論有無運動相關工作經驗，本公司皆會重新進行在職訓練與運動專業相關的培訓。

歡迎熱情活潑、喜愛運動、想要充實自己豐富人生並勇於挑戰自我的夥伴。
竭誠歡迎妳~加入我們的行列!
南京小巨蛋店營業時間：
星期一至五：10:00~13:30、15:30~21:00
星期六:10:00~13:00

喜歡與人接觸的服務業，期待工作時數可以正常合理，希望假日可以跟家人朋友相處，Curves是妳的好選擇。

我們是全球最大連鎖健身第一品牌，也是台灣分店最多的運動中心。有別於傳統大型健身中心，是專為女性打造的器材與健身計劃，是讓女性能夠安心、健康、愉快的運動和工作環境。

上網了解更多訊息
台灣官網 http://www.curves.com.tw/
官方部落格http://curveslike.blogspot.tw/
"
49,"Amaze Yourself !! 歡迎加入全球第一女性健身品牌!!
Curves (可爾姿)讓所有女性，由內而外散發自信健康的美麗光彩。

【有意義的工作】
1.運動指導：提供健身諮詢服務，正確指導器材操作。
2,運動支持：給予會員正向的運動建議和關心，協助會員一步步達成目標。
3.活動宣傳：發揮創意想像來設計活動，使運動變得有趣又好玩, 宣傳活動開發會員。

Curves教練是個領域廣泛並有挑戰的工作，在公司的各類研習，還有職涯規劃，幫助大家提升能力，學習於運動支持、活動企劃、品牌宣傳、行政管理...等多元領域！不論有無運動相關工作經驗，本公司皆會重新進行在職訓練與運動專業相關的培訓。

【專屬福利】
一、安心保障
✔週日與國定假日固定休館，週六排休(週六營業3小時)。
✔試用期保障底薪。
✔免費瘦身運動

二、安心發展
✔無須經驗，從0開始，提供完整培訓課程。
✔完整專業免費課程，協助考取證照，無強迫付費訓練與課程。
✔完善職涯規劃，多樣性選擇培訓，如教練、督導、講師、店主管。

三、特別福利
✔聚餐
✔團隊業績獎金
✔個人績效獎金

歡迎熱情活潑、喜愛運動、想要充實自己豐富人生並勇於挑戰自我的夥伴。
竭誠歡迎妳~加入我們的行列!

台中三民店工作時間：
星期一至五：13:00~21:30 
星期六：9:30~13:15

我們是全球最大連鎖健身第一品牌，也是台灣分店最多的運動中心。有別於傳統大型健身中心，是專為女性打造的器材與健身計劃，是讓女性能夠安心、健康、愉快的運動和工作環境。

歡迎上網了解更多訊息：
台灣官網 http://www.curves.com.tw/
台中三民店專屬網站 http://www.curves-tc.com.tw/
台中三民店粉絲專頁 https://www.facebook.com/tel22235226/"
50,"Amaze Yourself !! 歡迎加入全球第一女性健身品牌!!
Curves (可爾姿)讓所有女性，由內而外散發自信健康的美麗光彩。

【有意義的工作】
1.運動指導：提供健身諮詢服務，正確指導器材操作。
2,運動支持：給予會員正向的運動建議和關心，協助會員一步步達成目標。
3.活動宣傳：發揮創意想像來設計活動，使運動變得有趣又好玩, 宣傳活動開發會員。

Curves教練是個非常有趣、廣泛兼具挑戰性的工作，在公司的各類研習，還有職涯規劃，幫助大家提升能力，學習於運動支持、活動企劃、品牌宣傳、行政管理...等多元領域！不論有無運動相關工作經驗，本公司皆會重新進行在職訓練與運動專業相關的培訓。

歡迎熱情活潑、喜愛運動、想要充實自己豐富人生並勇於挑戰自我的夥伴。
竭誠歡迎妳~加入我們的行列!
南京小巨蛋店營業時間：
星期一至五：11:00~13:30、15:30~20:30
星期六:10:00~13:00

喜歡與人接觸的服務業，期待工作時數可以正常合理，希望假日可以跟家人朋友相處，Curves是妳的好選擇。

我們是全球最大連鎖健身第一品牌，也是台灣分店最多的運動中心。有別於傳統大型健身中心，是專為女性打造的器材與健身計劃，是讓女性能夠安心、健康、愉快的運動和工作環境。

上網了解更多訊息
台灣官網 http://www.curves.com.tw/
官方部落格http://curveslike.blogspot.tw/
"
51,"Amaze Yourself !! 歡迎加入全球第一女性健身品牌!!
Curves (可爾姿)讓所有女性，由內而外散發自信健康的美麗光彩。

【有意義的工作】
1.運動指導：提供健身諮詢服務，正確指導器材操作。
2,運動支持：給予會員正向的運動建議和關心，協助會員一步步達成目標。
3.活動宣傳：發揮創意想像來設計活動，使運動變得有趣又好玩, 宣傳活動開發會員。

Curves教練是個非常有趣、廣泛兼具挑戰性的工作，在公司的各類研習，還有職涯規劃，幫助大家提升能力，學習於運動支持、活動企劃、品牌宣傳、行政管理...等多元領域！不論有無運動相關工作經驗，本公司皆會重新進行在職訓練與運動專業相關的培訓。

歡迎熱情活潑、喜愛運動、想要充實自己豐富人生並勇於挑戰自我的夥伴。
竭誠歡迎妳~加入我們的行列!
松山店營業時間：
星期一至五：11:00~13:30、15:30~20:30
星期六:10:00~13:00

喜歡與人接觸的服務業，期待工作時數可以正常合理，希望假日可以跟家人朋友相處，Curves是妳的好選擇。

我們是全球最大連鎖健身第一品牌，也是台灣分店最多的運動中心。有別於傳統大型健身中心，是專為女性打造的器材與健身計劃，是讓女性能夠安心、健康、愉快的運動和工作環境。

上網了解更多訊息
台灣官網 http://www.curves.com.tw/
官方部落格http://curveslike.blogspot.tw/
"
52,"【公司介紹】
Adecco藝珂是全球最大的國際性人力資源服務公司，藝珂能根據企業的需求，提供最好的專業人才招募及人才派遣等相關人力資源服務，協助企業跨越文化、地域及語言上的限制，招募到最適職及可信任的人才。

藝珂台灣分公司則成立於1989年，除了為台灣企業提供人才搜尋的服務外，更為企業的人力資源管理提供一個全方位的服務規劃，並根據專業範疇劃分全新的全球服務領域，得以專注並善加利用產業洞察力、提供作法和全新創舉。

【工作內容】
-負責正職性質之職位招募
-透過各式徵才管道尋找適合的人選
-進行人選面試，並提供求職者職涯諮詢
-了解人選與客戶需求、提供合適人選於客戶
-每周能排班3天以上者優先考慮
-可長期配合，若表現佳後續有機會轉為正職顧問

【徵求條件】
-勤奮努力、目標導向
-良好工作紀律及時間管理能力
-良好的人際溝通及協作能力
-喜歡學習新知、研究，能快速吸收理解產業資訊
-辦事俐落、高效能
-良好的中英文溝通能力"
53,"【公司名稱】清潔人
【工作內容】居家清潔

【職缺】清潔人

【在這裡你可以】
→有別的工作，彈性兼職，自己規劃班表
→獲得更快的回報，薪水馬上領
→完全免費的訓練課程
→完整的晉升制度 學員—>清潔人 —>副導師—>導師 —>講師

特別說明：清潔人工作幾大原則:
1.不搬運重物
2.不拆洗家具
3.不清寵物糞便
4.不處理惡臭噁心
5.不除蟲

我們很多不施做的項目，您可以想像我們是台灣的APPLE公司跟Uber公司

【特別需求】

此工作需要提供
1.良民證
2.使用Line聯絡
3.使用公司內部App
4.有網路(APP需要網路)
5.需要定時受訓（受訓不須繳錢)

相較於一般的清潔公司：
我們是高貴且專業的清潔人，創辦人創立的目的就是希望能夠改變台灣對清潔工的惡劣環境!

因此我們歡迎對台灣看不慣的朋友加入，一起來讓台灣更好．
在清潔人公司裡頭，我們有一個大平台能夠讓您展現您的才華，


哪怕您是要兼差也好，或者是全職也好．
想要當業務也好，或者想要當領導者也好．

我們通通都有職缺！
我們缺的是想要一展抱負的您！
本工作非常彈性，接受兼差性質!
只要您願意付出時間跟創意，我們都歡迎且接受這樣你來我們公司上班

現在的你，還在等什麼！趕快直接詢問面試官！
請直接加入面試官的Line ID: @lmt7988p
並主動留言告知欲應徵職位"
54,"【公司名稱】清潔人
【工作內容】居家清潔

【職缺】清潔人

【在這裡你可以】
→有別的工作，彈性兼職，自己規劃班表
→獲得更快的回報，薪水馬上領
→完全免費的訓練課程
→完整的晉升制度 學員—>清潔人 —>副導師—>導師 —>講師

特別說明：清潔人工作幾大原則:
1.不搬運重物
2.不拆洗家具
3.不清寵物糞便
4.不處理惡臭噁心
5.不除蟲

我們很多不施做的項目，您可以想像我們是台灣的APPLE公司跟Uber公司

【特別需求】

此工作需要提供
1.良民證
2.使用Line聯絡
3.使用公司內部App
4.有網路(APP需要網路)
5.需要定時受訓（受訓不須繳錢)

相較於一般的清潔公司：
我們是高貴且專業的清潔人，創辦人創立的目的就是希望能夠改變台灣對清潔工的惡劣環境!

因此我們歡迎對台灣看不慣的朋友加入，一起來讓台灣更好．
在清潔人公司裡頭，我們有一個大平台能夠讓您展現您的才華，


哪怕您是要兼差也好，或者是全職也好．
想要當業務也好，或者想要當領導者也好．

我們通通都有職缺！
我們缺的是想要一展抱負的您！
本工作非常彈性，接受兼差性質!
只要您願意付出時間跟創意，我們都歡迎且接受這樣你來我們公司上班

現在的你，還在等什麼！趕快直接詢問面試官！
請直接加入面試官的Line ID: @lmt7988p
並主動留言告知欲應徵職位"
55,"【工作地址】在家工作即可（交稿不限制時間）
【工作內容】撰寫清潔相關性質文章
【工作能力】需有採訪，文字編撰能力。

【薪資】一字0.1元至1.0(依照題材難讀而有所增減（文章文字須高於500字）
【聯絡方式】Line ID : @lmt7988p（加入後請直接說明您想要應徵的職位）

請聯繫客服後提供相關的『作品』，如部落格，曾經撰寫之文本（小說也可）
行銷文章

交稿時間彈性，利用閒暇時間也能為自己帶來收益
只要你對自己的文章撰寫能力有信心，我們都歡迎你！"
56,"【Main Goals and Objectives】
1.	Support trainer’s training delivery according to Tech./ Non-tech. requirements to enhance training efficiency 
2.	Academy daily operation support on storage management and front desk operation
3.	Others support regarding administration function

【Key Responsibilities/ Tasks 】
1.	Support trainer’s training delivery according to Tech./ Non-tech. requirements. 
•	Training materials/ documentation preparation
•	Activity support organize AC for retail level. 
•	Tools / training parts logistic
•	Training car preparation
2.	Support academy operation 
•	Front desk deputy if necessary
•	Support storage room management
•	Support SST management 
3.	Other support
•	Filing and presentation material support

【Office Time】Able to work for a period of half to one year,3 full working days per week at least. "
57,"【公司名稱】清潔人
【工作內容】居家清潔

【職缺】清潔人

【在這裡你可以】
→有別的工作，彈性兼職，自己規劃班表
→獲得更快的回報，薪水馬上領
→完全免費的訓練課程
→完整的晉升制度 學員—>清潔人 —>副導師—>導師 —>講師

特別說明：清潔人工作幾大原則:
1.不搬運重物
2.不拆洗家具
3.不清寵物糞便
4.不處理惡臭噁心
5.不除蟲

我們很多不施做的項目，您可以想像我們是台灣的APPLE公司跟Uber公司

【特別需求】

此工作需要提供
1.良民證
2.使用Line聯絡
3.使用公司內部App
4.有網路(APP需要網路)
5.需要定時受訓（受訓不須繳錢)

相較於一般的清潔公司：
我們是高貴且專業的清潔人，創辦人創立的目的就是希望能夠改變台灣對清潔工的惡劣環境!

因此我們歡迎對台灣看不慣的朋友加入，一起來讓台灣更好．
在清潔人公司裡頭，我們有一個大平台能夠讓您展現您的才華，


哪怕您是要兼差也好，或者是全職也好．
想要當業務也好，或者想要當領導者也好．

我們通通都有職缺！
我們缺的是想要一展抱負的您！
本工作非常彈性，接受兼差性質!
只要您願意付出時間跟創意，我們都歡迎且接受這樣你來我們公司上班

現在的你，還在等什麼！趕快直接詢問面試官！
請直接加入面試官的Line ID: @lmt7988p
並主動留言告知欲應徵職位"
