"index","工作內容"
48,"我們大學部的兼任助理三月份轉成全職／專任研究員，我們要再找一位儲備研究員／兼任研究助理。主要的工作會與六月份要擴編為20席的電話訪問調查研究中心有關，包括閱讀與寫作（文獻回顧和研究報告）、督導電話調查、資料分析、行政庶務和聯絡媒體公關。

我們兩位專任研究員／專任研究助理（臺科大財金英語雙修和臺大經濟系）的薪水都超過新台幣四萬元，一位工作了一年半，另一位一個半月，和科技部計畫的研究助理相比，高出很多。不相信你打聽看看，而且你可以去查查看勞健保給付級距。更別說你從我們這兒「畢業」之後的出路，負責人李瑞中博士之前是教育部人文社會科學跨國人才培育計畫的主持人，持續送優秀青年（從高中到研究所）出國，他帶過的學生遍佈世界頂尖大學（哈佛、普林斯頓、芝加哥、西北、康乃爾、Johns Hopkins...等）與知名企業（包含臉書、Google、蝦皮、波士頓藥廠、Nvidia）與各大學助理教授（臺大、師大、史丹佛大學）。

不過你如果喜歡國內的環境，想要跟著公司一起成長（等久一點再外派），也很歡迎你。

你需要修過至少一個學期大學部的統計課，要腦筋清楚，要有自信，要有企圖心，要知道「世界上最可怕的是比你聰明的人比你努力」。你的英文現在不好沒關係，進來之後一定會變好，其他都不重要。對了，如果你不喜歡閱讀，你的人生發展有限，也不用來申請。

一項也許會讓你皺眉頭的任務是擔任電話訪問的督導，目前規劃是每週要輪班一到兩次，和另外兩位全職研究員以及一位儲備督導協調確切日期，需要輪班的時間包含每日（週間與週末）晚間5:30-10:00和週末假日下午12:30-5:00。

以下是我們招募研究員的廣告，不過我們目前已經有兩位專任研究員，暫時不會再補人。而且我們喜歡長期培養人才，不稀罕別人教的，你要變強，就應該從讀書時代就來歷練：

＊＊＊＊＊＊＊＊＊＊

我們要聘人才，不要找奴才。我們要培養未來的領導人，有企圖心，對自己有期許，到我們這兒待兩三年，讓你脫胎換骨。只想安安份份過十年、二十年的，可以跳出去了，這份工作不適合你。

這份工作最適合有志出國念書（不限領域）的青年朋友，英語聽說讀寫（特別是讀寫）的能力是基本要求。匡衡智庫創辦人（也是大飽教授留學講堂負責人）李瑞中博士過去的學生與助理遍佈美國與歐洲最頂尖的大學與研究所念書，大多數留在美國生活工作。

這份工作最主要的任務是從事政策分析與社會科學相關研究，協助逐步建立起匡衡智庫需要的各個部門的行政事務，目前第一要務是調查研究中心（含不同媒介並涵蓋國內外）。【這是前年的廣告，目前我們的調查研究中心已經建置滿一年，下個月將擴張為21席。】

匡衡智庫的研究團隊目前有三到五位博士級資深研究員或國內外兼任顧問，另外有兼任研究助理（大學部或研究所學生），正在進行中的計畫與性別議題有關，但我們團隊的專長很廣，涵括經濟學、人口學、公共衛生、環境科學、教育學、心理學、資料科學......等，且兼具質化量化方法取向。但我們對於這個職務的期待是來學習，你在哪裡受過的訓練大概都不會有你在我們這裡的訓練好，沒有上過統計課都別擔心，但希望你肯學，你會變強，至少有進入頂尖學府社會科學博士班那麼強。科系主修不拘，理工科尤佳，特別是愛讀課外書的理工科很快就追上相關科系畢業的；文組生不要氣餒，年輕就是本錢，大飽教授帶過的高中人社班資優生高比例轉理工科，甚至直接念資訊電腦賺大錢。

對於行政業務的期待是具備自信，能夠獨立自主解決問題，瞭解輕重緩急，懂得規劃，動腦筋，勤勞但不要傻傻埋頭苦幹，指揮你的老闆，動敵機先，而不要被動應付危機。

多工和時間管理是現代人才必備的能力，同時會有不只一項計畫進行，壓力山大，我們的信念是沒有壓力的人生不是值得過的人生。但你如果學不到東西，算我們對不起你！甘於平凡的人不要來，你不會適應我們的文化。我們這裡學歷最差的有一個臺大學歷，但我們完全不在意學歷，臺大也沒什麼了不起，我們有本事把不是從小第一志願的青年帶到比臺大畢業的更強。臺大算什麼？如果你有這種氣魄，歡迎你來申請。

匡衡智庫運作是翻版美國智庫蘭德集團，但改得更人性化一點，我們原本登記打算資本額放零元，但保守的中華民國政府不准。不過我們要傳達的是在這裡有革命性的思維，有平等而靈活的管理風格（如果那叫做「管理」的話），有潛力的年輕人會有很大發揮與成長的空間。我們過去帶過的學生與助理三不五時就越級打怪，想要的話，你也行！

以下是104提供的模板當中，我們挑選改寫大致可能會需要這個位置的人做的具體工作，供您參考。

1. 協助負責人進行公司內部管理稽核事項（如：整合標準化工作流程、規劃及推動各項管理規章及制度、督導工讀生），與協助公司經營策略分析、整合規劃、推動與執行。

2. 管控各專案進度、品質、預算與成本，確保各專案符合時程規劃，協助專案的規劃、執行與追蹤檢討，進行跨不同計畫團隊之溝通協調，以利專案之執行。

3. 協助申請與執行研究計畫，負責部分報帳、經費申請、物品建檔等行政工作，協助或學習資料收集和資料分析，編輯、撰寫計畫報告書。

4. 大量閱讀並摘要中英文（英文比例會相當高）的學術論文、政策報告、專書等文獻。

我們不拘形式，有意加入我們團隊的朋友，請寄給我們任何你認為對我們評估申請者與該職缺配適度的資料／材料。以下是英文版徵才啟事，如果你可以用全英文溝通，絕對加分，我們的目標是根留臺灣，放眼國際，希望在不久的將來到美國成立據點。
"
49,"1.進行飲料之調製。
2.負責料理簡易餐點或輕食。
3.負責結帳與收銀，並整理現金收據。
4.負責清洗餐具、吧台設備以及周遭工作環境。
5.定期盤點剩下的飲料與食材。"
50,"1.負責介紹及銷售門市3C商品 
2.提供顧客之接待與需求服務 
3.負責商品銷售管理及庫存調整 
4.維持店內週遭之整潔 
5.手機貼膜之服務 
6.手機及通訊門號銷售服務 

11:50-21:00 
週五週六週日 可分段排班
短期勿試

台南 文賢店 東平路 育德店 崇善店 健康店 歸仁店 需配合輪調"
51,"1.銷售、介紹店內產品
2.櫃檯收銀及顧客接待服務
3.調製飲品、煮茶及備料補貨
4.進貨及庫存管理
5.外送服務
6.店鋪周遭及店櫃清潔
7.執行店長交辦事務

發展遠景：培訓未來公司之幹部或主管"
52,"只要你是~
個性活潑、面帶微笑有禮貌、主動積極
只要你有興趣想多賺薪資以外的獎金，熱愛我們的品牌跟門市，我們有完整的教育訓練、福利、目標獎金、晉升制度(兼職/正職/儲備幹部/店長/督導/副理/經理)，依考核調薪或發放績效獎金，歡迎優秀的您與公司一同成長。
1.顧客服務：商品諮詢介紹、查詢庫存調貨、收銀結帳包裝等。
2.商品管理：進貨補貨、商品排面整理、倉儲管理、商品組裝、商品盤點等。
3.門市形象維護：門市清潔、陳列佈置等。
4.協助總部或主管交辦相關店務工作、銷售及服務工作等。
工作時段
本職缺為長期兼職，
需求時段：早、晚班 (09:30-18:30間) 需可長期配合輪班。
假日需可配合排班，請於自傳內填寫可配合排班的時間(例週一至週日,幾點至幾點)
PS：履歷投遞請將資料填寫完整，包括自傳、照片。"
53,"1.銷售、介紹店內產品
2.櫃檯收銀及顧客接待服務
3.調製飲品、煮茶及備料補貨
4.進貨及庫存管理
5.外送服務
6.店鋪周遭及店櫃清潔
7.執行店長交辦事務

發展遠景：培訓未來公司之幹部或主管"
54,"★八月堂-殿堂級可頌，重新定義的美味饗宴
堅持日式職人精神、嚴選世界級優質食材，每日現場烘烤、限量出爐呈現頂級歐洲天然奶油清香，並運用獨門摺層手法，才能擁有外層酥脆誘人、內層鬆軟細緻的多層次完美口感！甫上市便擁有網路累積破萬好評，並吸引媒體熱烈報導！
官網：http://www.hazukido.com/
粉絲團：https://www.facebook.com/HAZUKIDO

【工作說明】
1. 可頌烘烤、口味裝飾及銷售。
2. 內場：確認麵糰發酵程度、烤製跟口味加工回烤、裝飾加工。
3. 外場：客戶服務、點餐、包裝、收銀結帳。
4. 門市器材及環境整潔維護。
5. 須輪調門市。

【我們需要的人才】
1、對烘培產品銷售有興趣。
2、喜好接觸人群，個性活潑外向，笑容可掬。
3、具專業服務業經驗尤佳，服務品質至上。
4、願意認真學習內外場事務，讓您擁有一技之長。
5、大直美麗華 八月堂可頌，快閃營運期間：110/06/10-08/29。

學習賣場行銷工作並提供顧客超乎預期的服務。"
55,"1.防疫旅館標準作業流程
2.客房服務送餐及備品
3.客房清潔消毒作業
4.公共區域清潔消毒作業
5.主管交辦事項
"
56,"1.顧客服務
2.櫃檯收銀結帳事務
3.飲品調製
4.茶菓製作
5.外送飲品
6.主管交辦事項"
57,"*無經驗可，願接受全新培訓，思路清晰。
1.配合門市開店閉店流程
2.櫃台服務與收銀
3.學習與執行飲品調製/備料、Pos操作 
4.維護店務及環境清潔，提升門市形象 
5.配合店內提供外送服務 
6.展現品牌形象的熱情及專業服務
7.對餐飲服務工作有熱忱，具備高度親和力
8.個性積極主動、有責任感、適應力強、抗壓性佳
9.上班時間彈性
10.其他主管交辦事項。 
"
58,"櫃台餐點介紹收銀 
外場客席碗筷清潔 
內場廚房餐點製作 
店舖整體環境維護"
59,"面對未來超高齡、少子化社會，健康、金錢、生活規劃...
將是老年必須面對的重要問題。尤其2011年後,台灣就成為全世界老化最快的國家,老化,不再是「他們」的事,而是「我們」的事,老化浪潮來襲,
台灣是否已做好準備?你是否做好準備？
勞委會統計,去年月薪成長幅度最大的職業,殯葬服務業名列
第二。
工研院服務業科技應用中心估計,我國銀髮族產業商機市場規模超過1,000億美元。
以上這些與您有什麼關係呢?
微商時代的來臨，每個人都在斜槓但是差別呢？
差異就在於您是消費者還是通路商,
消費者是付費購買,通路商是獲得財富。
這是一份充滿未來有發展的事業,
適合想重新學習出發的你,
在龍巖(上櫃公司)元山處有完整的線上以及主管培訓,
幫助你開創人生的舞台。

陳先生 聯絡電話/Line：0930960409"
60,"【工作內容】
1. 開發潛在客戶，拓展市場。
2. 負責業務推展，傳達及說明公司成功案例與實績。
3. 維護客戶關係。"
61,"1.負責一般文書資料處理、照片美編及歸檔工作。
2.熟悉網路行銷管理 (Facebook、Line等)，具備話題創造能力，擅長網路文字表達與溝通， 提升曝光率及點閱率等行銷操作
3.薪資為基本薪的1/2薪（因本工作只需正常班的1/2時間   每日工作時數：四小時~八小時，正職或兼差都可，上午八點半～十二點半，或八點半~五點半，意者面洽。
4.周休二日。
5.上下班需確實打卡。"
62,"1.防疫旅館標準作業流程
2.客房服務送餐及備品
4.公共區域清潔消毒作業
5.主管交辦事項
6.負責訂房.排房.進房.退房作業
7.須輪值早.晚.大夜班。
8.具飯店客務接待工作經驗佳
"
63,"#圓夢家文創行銷：婚禮部門統籌
我們是協助客戶規劃各種婚禮活動的專業團隊 
工作環境 舒服開心
 同事年輕活力有朝氣
https://www.wdreamcastle.com/

#我們在尋找 
如果你對於行銷充滿滿腔的熱血 
如果你擁有條理清晰機伶的腦袋 
如果你擁有關注細微體貼的個性 
歡迎加入圓夢家讓我們一起圓人生的夢想。

#以下人格特質請摸良心自我評估，沒有包含三個以上請勿投履歷喔 
熱情、開朗、大方、創新、積極、機伶、體貼、謹慎、美感 

#工作內容： 
-婚紗洽談
-婚紗規劃
-婚紗試穿
-婚紗門市"
64,"協助正職人員以下事項： 
1.介紹及銷售門市商品。 
2.提供顧客之接待與需求服務（電話諮詢、調貨、修改、包裝處理）。 
3.商品包裝、陳列及促銷工作。 
4.維持店櫃週遭之整潔。 
5.喜愛精品者尤佳。"
65,"【工作內容】 
1.門市/專櫃內提供客戶商品介紹及銷售與服務。
2.協助門市形象佈置、產品陳列、庫存管理。
3.客戶感受維護。
4.協助推動業績目標達成及相關行政作業。

【排班規定】 
1.排班制，視各門市營業時間而略有不同，請確認可配合10:00~22:30間彈性排班。
2.PT每個月至少給班15天(含假日6天)，實際排班天數會依人力需求做彈性調整，平日最晚到班時間為18:00。
3.需配合假日與國定假日之排班。
4.需支援其他門市。
5.工作地點:台北各門市。

【福利】 
1.熟悉門市結帳及開閉店流程，經店長覆核提報後即調整時薪。
2.考核通過調薪，最高可調至170元/時 。
3.個人月目標達標獎金：達成15萬以上 /獎金依個績抽0.5% 達成30萬以上 抽0.7%
4.國外/國內員工旅遊按比例補助。

【工作性質】
1.頻繁與顧客及門市夥伴互動 。
2.須長時間走動及久站 。
(請評估是否能適應上述工作性質)"
66,"1.負責介紹及銷售門市3C商品 
2.提供顧客之接待與需求服務 
3.負責商品銷售管理及庫存調整 
4.維持店內週遭之整潔 
5.手機貼膜之服務 
6.手機及通訊門號銷售服務 

11:50-21:00 
週五週六週日 可分段排班
短期勿試

台中 逢甲店 一中店 需配合輪調"
67,"上班時間：早班-(11:00-15:00)/晚班-)16:00-18:00)(實際上班時間面議) 

. 

主要工作內容 : 

1.抓取活體海鮮

2.餐廳布置.收拾桌面餐具及環境整潔維護 

3.顧客點餐服務及介紹餐點 

4.接取訂位及安排顧客座位

5.介紹菜單及提供客人餐點上的意見 

6.記錄顧客所點菜餚，並通知廚房或內場做餐及送餐

7.上菜並提供有關用餐的服務

8.遞送帳單，提供現金及信用卡結帳

9.收銀台簡易操作

 


※試用期時薪：$160(基本2個月觀察期) ，表現良好提升時薪及時數

※有勞健保,勞退 

※可長期配合，敢抓取活體海鮮者，優先錄取! 

※能接受外派人員 ，優先錄取，提供外派津貼 

※每日提供午餐 晚餐

如有興趣者~煩請致電聯繫 莊副店 047366413 or 0972297466

發展願景
盅龐旗艦店餐飲區營業額逐漸進步中 

如果您是社會新鮮人，又對服務業具備高度熱忱 

歡迎與我們聯繫，盅龐旗艦店歡迎您的加入!!!"
68,"【工作內容】 
1.門市/專櫃內提供客戶商品介紹及銷售與服務。
2.協助門市形象佈置、產品陳列、庫存管理。
3.客戶感受維護。
4.負責推動業績目標達成、協助相關行政作業與門市店務經營。

【排班規定】 
1.排班制，需配合11:00-22:00之間彈性排班需求。
2.PT每個月至少給班15天(含假日6天)，實際排班天數會依實際需求做彈性調整。
3.平日最晚上班時間為18:00。
4.需配合假日與國定假日之排班。

【福利】 
1.熟悉門市結帳及開閉店流程後即調整時薪。
2.考核通過調薪，最高可調至170元/時 。
3.個人月目標達標獎金：達成15萬以上 /獎金依個績抽0.5% 達成30萬以上 抽0.7%
4.國外/國內員工旅遊按比例補助。

【工作性質】
1.頻繁與顧客及門市夥伴互動 。
2.須長時間走動及久站 。
(請評估是否能適應上述工作性質)
※此職務將視台南各門市專櫃人力需求於不同點排班。

官網http://www.vacanza.com.tw/
品牌相關報導 ：https://www.cw.com.tw/article/article.action?id=5087636
"
69,"★八月堂-殿堂級可頌，重新定義的美味饗宴
堅持日式職人精神、嚴選世界級優質食材，每日現場烘烤、限量出爐呈現頂級歐洲天然奶油清香，並運用獨門摺層手法，才能擁有外層酥脆誘人、內層鬆軟細緻的多層次完美口感！甫上市便擁有網路累積破萬好評，並吸引媒體熱烈報導！

此外，明星商品「八島黑糖珍珠鮮奶茶」更是人氣必點款，以日月潭紅玉紅茶、100%純鮮乳特調出茶香、奶香兼具的鮮奶茶，再佐以日本八島黑糖、比利時進口珍珠糖熬製黑糖珍珠，不管配哪一款口味可頌，都非常適合。
官網：http://www.hazukido.com/
粉絲團：https://www.facebook.com/HAZUKIDO

【工作說明】
1. 飲品調製。
2. 客戶服務、點餐、收銀結帳。
3. 門市器材及環境整潔維護。

【我們需要的人才】
1、對飲料產品銷售有興趣。
2、喜好接觸人群，個性活潑外向，笑容可掬。
3、具專業服務業經驗尤佳，服務品質至上。
4、願意認真學習飲品製作及銷售，讓您擁有一技之長。
5、短期人力需求期間：110/5/3-5/9。
6、工作時數：早上九點上班，每天約5~8小時。

學習賣場行銷工作並提供顧客超乎預期的服務。"
70,"1.佈置及清理餐桌
2.為顧客帶位或安排座位
3.將菜單遞交顧客，答覆有關餐飲問題，必要時提供建議
4.記錄顧客所點菜餚，並通知廚房或內場做餐送餐
5.上菜並提供有關用餐的服務"
71,"1.負責介紹及銷售門市3C商品 
2.提供顧客之接待與需求服務 
3.負責商品銷售管理及庫存調整 
4.維持店內週遭之整潔 
5.手機貼膜之服務 
6.手機及通訊門號銷售服務 

11:50-21:00 
週五週六週日 可分段排班
短期勿試

高雄 鳳山店 瑞豐店 五甲店 需配合輪調"
72,"紅包輕鬆賺-隨時隨地 展開被動式收入
在５０００億的市場　賺取被動式的永續收入
住 是民生必需 人人都有這個需求～租屋、買屋、售屋、招租、投資等
你會需要　你所認識的人也會需要  我們的客戶也需要 只要服務好有需求的客戶　
就能得到你的豐厚報酬　還能建立你的人脈黃金存摺

生活集團是合法專業的仲介＋租管服務業者　非一般純仲介業
生活集團保證提供你　永續被動收入：個人成交獎金Ⅰ代管獎金Ⅰ組織發展輔導獎金
所以　收入是逐月遞增　穩定發展　
加入生活，賺進人生的多桶金，做為你圓夢的開始，享受富裕的樂活人生。 

工作內容： 
1.物件租賃Ⅰ買賣 的客戶經營 
2.買賣仲介及租賃業務執行 
3.有關銷售及租賃房屋之資料收集 
4.協助客戶簽訂租賃契約或財產轉移手續 
5.協助客戶比較各家銀行的優惠貸款，從中選出最優惠的方式 
6.知悉銷售和出租的條款和注意事項
7.續年度客戶服務 
8.租賃管理服務介紹說明
9.租客福利方案評估建議

成功之路： 完整教育訓練+ 資深顧問師徒制～帶領你從生澀到獨當一面

你只需要收集社區中屋主要 出租 及 出售 的正確資訊回報給公司即可! 
公司即會奉上優渥報酬 酬謝你的有利情資喔. 
來函請註明 你所居住的社區名稱 及正確地址 

發展遠景：
合作期間表現良好
可以用特別專案升格為樂租顧問
佣金賺更多"
73,"1.負責跑單、擺盤、送餐及聯繫內外場之工作。
2.負責客人帶位、倒水、點餐等工作。
3.於客人用餐完畢後，負責收拾碗盤與清理環境。
4.親切的接待客人
5.專業的餐飲服務
6.保持熱忱，對任何事抱持好奇心"
74,"1.負責介紹及銷售門市商品。
2.提供顧客之接待與需求服務（如：電話諮詢、調貨、修改、包裝及退換貨處理）。
3.負責商品進貨入庫、銷售管理及庫存管理。
4.負責商品包裝、陳列及促銷品換檔工作。
5.維持店櫃週遭之整潔。"
75,"★八月堂-殿堂級可頌，重新定義的美味饗宴
堅持日式職人精神、嚴選世界級優質食材，每日現場烘烤、限量出爐呈現頂級歐洲天然奶油清香，並運用獨門摺層手法，才能擁有外層酥脆誘人、內層鬆軟細緻的多層次完美口感！甫上市便擁有網路累積破萬好評，並吸引媒體熱烈報導！

此外，明星商品「八島黑糖珍珠鮮奶茶」更是人氣必點款，以日月潭紅玉紅茶、100%純鮮乳特調出茶香、奶香兼具的鮮奶茶，再佐以日本八島黑糖、比利時進口珍珠糖熬製黑糖珍珠，不管配哪一款口味可頌，都非常適合。
官網：http://www.hazukido.com/
粉絲團：https://www.facebook.com/HAZUKIDO

【工作說明】
1. 飲品調製。
2. 客戶服務、點餐、收銀結帳。
3. 門市器材及環境整潔維護。

【我們需要的人才】
1、對飲料產品銷售有興趣。
2、喜好接觸人群，個性活潑外向，笑容可掬。
3、具專業服務業經驗尤佳，服務品質至上。
4、願意認真學習飲品製作及銷售，讓您擁有一技之長。
5、短期人力需求期間：110/5/3-5/9。
6、工作時數：早上九點上班，每天約5~8小時。

學習賣場行銷工作並提供顧客超乎預期的服務。"
76,"我們是一間網路電商(線上購物網)，充滿活力的新公司，極需要各方面的人才，如果您自認為具備認真學習的能力，並且有著年輕活潑的熱情，歡迎加入我們的團隊。

此職務歡迎所有就學學生、家庭主婦、退休後人士，有時間可以兼職的soho朋友們，工作時間不受限制，不必進辦公室，不需績效檢討，不設定業績門檻，舒心工作型態。

職務介紹：
1.特約商通路開發 
2.定期拜訪經銷商及維繫客戶關係 
3.業績不歸零
4.熟悉 店面零售 通路者尤佳"
77,"位於鴻海三創台北資訊園區(台北秋葉原) 5樓
誠徵 商品介紹門市銷售人員.享有 保障底薪+業績獎金
1.對耳機音響相關有基礎認知
2.產品銷售、商品收銀、賣場安全、商品整理及維護。
3.參與活動企劃、主題商品陳列及廣宣製作。
4.提供優質服務，維繫及拓展顧客關係（如：電話諮詢、調貨、及退換貨處理）。
5.負責商品進貨入庫、銷售管理及庫存管理。
6. 配合門市排班及開閉店營業作業
7.維持店櫃週遭之整潔。"
78,"★八月堂-殿堂級可頌，重新定義的美味饗宴
堅持日式職人精神、嚴選世界級優質食材，每日現場烘烤、限量出爐呈現頂級歐洲天然奶油清香，並運用獨門摺層手法，才能擁有外層酥脆誘人、內層鬆軟細緻的多層次完美口感！甫上市便擁有網路累積破萬好評，並吸引媒體熱烈報導！
官網：http://www.hazukido.com/
粉絲團：https://www.facebook.com/HAZUKIDO

我們需要的人才：
1、對烘培產品銷售有興趣。
2、喜好接觸人群，個性活潑外向，笑容可掬。
3、具專業服務業經驗尤佳，服務品質至上。
4、願意認真學習內外場事務，讓您擁有一技之長。

學習賣場行銷工作並提供顧客超乎預期的服務。"
79,"1.防疫旅館標準作業流程
2.客房服務送餐及備品
4.公共區域清潔消毒作業
5.主管交辦事項
6.負責訂房.排房.進房.退房作業
7.櫃台接待服務
8.客房帳務處理
9.館內樓層安全維護
10.上班時間22:30-07:30
11.具飯店客務接待工作經驗佳"
80,"我們是一間網路電商，充滿活力的新公司，極需要各方面的人才，如果您自認為具備認真學習的能力，並且有著年輕活潑的熱情，歡迎加入我們的團隊。

此職務歡迎所有就學學生、家庭主婦、退休後人士，有時間可以兼職的soho朋友們，工作時間不受限制，不必進辦公室，不需績效檢討，不設定業績門檻，舒心工作型態。

職務介紹：
1.特約商通路開發 
2.定期拜訪經銷商及維繫客戶關係 
3.業績不歸零
4.熟悉 店面零售 通路者尤佳"
81,"我們是一間網路電商(線上購物網)，充滿活力的新公司，極需要各方面的人才，如果您自認為具備認真學習的能力，並且有著年輕活潑的熱情，歡迎加入我們的團隊。

此職務歡迎所有就學學生、家庭主婦、退休後人士，有時間可以兼職的soho朋友們，工作時間不受限制，不必進辦公室，不需績效檢討，不設定業績門檻，舒心工作型態。

職務介紹：
1.特約商通路開發 
2.定期拜訪經銷商及維繫客戶關係 
3.業績不歸零
4.熟悉店面零售通路尤佳"
82,"我們是一間網路電商(線上購物網)，充滿活力的新公司，極需要各方面的人才，如果您自認為具備認真學習的能力，並且有著年輕活潑的熱情，歡迎加入我們的團隊。

此職務歡迎所有就學學生、家庭主婦、退休後人士，有時間可以兼職的soho朋友們，工作時間不受限制，不必進辦公室，不需績效檢討，不設定業績門檻，舒心工作型態。

職務介紹：
1.特約商通路開發 
2.定期拜訪經銷商及維繫客戶關係 
3.業績不歸零
4.熟悉3C零售、手機通訊行通路者尤佳"
83,"我們是一間網路電商(線上購物網)，充滿活力的新公司，極需要各方面的人才，如果您自認為具備認真學習的能力，並且有著年輕活潑的熱情，歡迎加入我們的團隊。

此職務歡迎所有就學學生、家庭主婦、退休後人士，有時間可以兼職的soho朋友們，工作時間不受限制，不必進辦公室，不需績效檢討，不設定業績門檻，舒心工作型態。

職務介紹：
1.特約商通路開發 
2.定期拜訪經銷商及維繫客戶關係 
3.業績不歸零
4.熟悉3C零售、手機通訊行通路者尤佳"
