"index","工作內容"
53,"Amaze Yourself !! 歡迎加入全球第一女性健身品牌! 

Curves (可爾姿)讓所有女性，由內而外散發自信健康的美麗光彩。 

【Curves 的榮耀】 

✔榮獲 <工商時報>第五屆服務業大評鑑服務業金牌獎 
✔榮獲 2017<天下雜誌>金牌服務獎""運動中心類""的第一名 

【自我成長】 

1. 自我發揮: 歡迎愛笑、愛說話的妳。 
2. 自我成長: 工作不會輕鬆，但是妳會得到自信。 
3. 學習溝通: 溝通應對學習，享受助人快樂。 
4. 團隊相處: 一個人可以走的快，一群人會走得遠。 

【具意義的工作】 

1. 運動支持：運動指導，協助會員達成目標。 
2. 活動企劃：發揮創意想像來設計活動，使運動變得有趣又好玩。 
3. 品牌行銷：每月多彩多姿的活動, 發傳單、客戶製造、肌肉訓練推廣。 
5. 社會回饋：關注女性議題，募集物資、推廣婦癌篩檢，幫助世界更美好。 

【專屬福利】 

一、安心保障 
-工時彈性: 每周15小時以上即可。 
-保障薪資: 試用期即保障薪資。 
-免費項目: 免費制服、免費瘦身運動、團隊餐飲福利金。 

二、安心發展 
-無須經驗: 從0開始，提供完整培訓課程。 
-免費訓練: 完整培訓課程，協助考取證照，無強迫付費訓練與課程。 
-職涯規劃: 畢業後優先升任正職，起薪與福利皆較優。 

三、專屬福利 
-海外旅遊: 提供補助金。 
-團隊獎金: 三個月後開始領取、包含電影票或禮券。 
-免費運動:養成正確運動習慣, 管理好身材 

Curves教練是個非常有趣、有成就感的工作! 

歡迎熱情活潑、喜愛運動、樂於助人的夥伴。 

我們是全球最大連鎖健身第一品牌，也是台灣分店最多的運動中心。有別於傳統大型健身中心，是專為女性打造的器材與健身計劃，是讓女性能夠安心、健康、愉快的運動和工作環境。 
上網了解更多訊息 
台灣官網 http://www.curves.com.tw/ 

官方部落格http://www.curves.net.tw"
54,"☺【鴻陽運動事業，專業、服務、品質】歡迎您的加入☺
☺無經驗可，肯學習可☺

✔工作地點：
一、台北市松山區

✔工作內容：
一、執行服務品質手冊表單內容。
二、協助游泳教學相關業務推廣。

✔工作時段：
一、週二~週日 1400-2200 

✔休假制度：每週一固定休假

✔具備條件：
一、守時、認真負責、態度良好。
二、配合度高、穩定度高。
三、細心、親和力。
四、有效期限內之救生員證

✔應徵方式：
一、直接於網路投遞履歷。
二、電話應徵0952182918 找『楊督導』。
三、LINE-lD 0952182918"
55,"Amaze Yourself !! 歡迎加入全球第一女性健身品牌! 

Curves (可爾姿)讓所有女性，由內而外散發自信健康的美麗光彩。 

【Curves 的榮耀】 

✔榮獲 <工商時報>第五屆服務業大評鑑服務業金牌獎 
✔榮獲 2017<天下雜誌>金牌服務獎""運動中心類""的第一名 

【自我成長】 

1. 自我發揮: 歡迎愛笑、愛說話的妳。 
2. 自我成長: 工作不會輕鬆，但是妳會得到自信。 
3. 學習溝通: 溝通應對學習，享受助人快樂。 
4. 團隊相處: 一個人可以走的快，一群人會走得遠。 

【具意義的工作】 

1. 運動支持：運動指導，協助會員達成目標。 
2. 活動企劃：發揮創意想像來設計活動，使運動變得有趣又好玩。 
3. 品牌行銷：每月多彩多姿的活動, 發傳單、客戶製造、肌肉訓練推廣。 
5. 社會回饋：關注女性議題，募集物資、推廣婦癌篩檢，幫助世界更美好。 

【專屬福利】 

一、安心保障 
-工時彈性: 每周15小時以上即可。 
-保障薪資: 試用期即保障薪資。 
-免費項目: 免費制服、免費瘦身運動、團隊餐飲福利金。 

二、安心發展 
-無須經驗: 從0開始，提供完整培訓課程。 
-免費訓練: 完整培訓課程，協助考取證照，無強迫付費訓練與課程。 
-職涯規劃: 畢業後優先升任正職，起薪與福利皆較優。 

三、專屬福利 
-海外旅遊: 提供補助金。 
-團隊獎金: 3~6月後開始領取。 
-免費運動:養成正確運動習慣, 管理好身材 

Curves教練是個非常有趣、有成就感的工作! 

歡迎熱情活潑、喜愛運動、樂於助人的夥伴。 

我們是全球最大連鎖健身第一品牌，也是台灣分店最多的運動中心。有別於傳統大型健身中心，是專為女性打造的器材與健身計劃，是讓女性能夠安心、健康、愉快的運動和工作環境。 
上網了解更多訊息 
台灣官網 http://www.curves.com.tw/ 

官方部落格http://www.curves.net.tw"
56,"☺【鴻陽運動事業，專業、服務、品質】歡迎您的加入☺
☺無經驗可，肯學習可☺

✔工作地點：
一、內湖 

✔工作內容：
一、執行服務品質手冊表單內容。
二、協助游泳教學相關業務推廣。

✔工作時段：
一、二-五  07-10  19-22
        六-日 08-1130 14-18 19-22
二、六-日 14-18   19-21
三、二-日 1330-18   19-22
✔休假制度：依社區

✔具備條件：
一、守時、認真負責、態度良好。
二、配合度高、穩定度高。
三、細心、親和力。
四、有效期限內之救生員證

✔應徵方式：
一、直接於網路投遞履歷。
二、電話應徵0952182918找『楊督導』。
三、LINE-lD 0952182918"
57,"☺【鴻陽運動事業，專業、服務、品質】歡迎您的加入☺
☺無經驗可，肯學習可☺

✔工作地點：台北市南港區（南港軟體園區旁）

✔工作內容：
一、執行服務品質手冊表單內容。
二、協助游泳教學相關業務推廣。

✔工作時段：
 一、二到日 06-13  13-18 18-22

✔休假制度：每週一固定休假

✔具備條件：
一、守時、認真負責、態度良好。
二、配合度高、穩定度高。
三、細心、親和力。
四、有效期限內之救生員證

✔應徵方式：
一、直接於網路投遞履歷。
二、電話應徵0952182918 找『楊督導』。
三、LINE-lD 0952182918"
58,"☺【鴻陽運動事業，專業、服務、品質】歡迎您的加入☺
☺無經驗可，肯學習可☺

✔工作地點：
新北市板橋區

✔工作內容：
一、執行服務品質手冊表單內容。
二、協助游泳教學相關業務推廣。

✔工作時段：
一、週二~週五0630-0930、1900-2230
        週六~週日0630-0930、1400-1700、1900-2230
二、週二~週五0700-1000、1700-1900、1930-2200
        週六~週日1000-1200、1400-1830、1930-2200

✔休假制度：依照公司規定

✔具備條件：
一、守時、認真負責、態度良好。
二、配合度高、穩定度高。
三、細心、親和力。
四、有效期限內之救生員證

✔應徵方式：
一、直接於網路投遞履歷。
二、電話應徵0952-182-918 找『楊督導』。
三、LINE-lD 0952182918"
59,"1. 泳池救生安全維護，泳池環境維護
2. 戲水區域現場管理與接待
3. 設施相關安全規定執行與操作"
60,"☺【鴻陽運動事業，專業、服務、品質】歡迎您的加入☺
☺無經驗可，肯學習可☺

✔工作地點：台北市中和區

✔工作內容：
一、執行服務品質手冊表單內容。
二、協助游泳教學相關業務推廣。

✔工作時段：
一、週二~週五 1300-2100 
週六~週日 0900-2100

✔休假制度：依照公司規定

✔具備條件：
一、守時、認真負責、態度良好。
二、配合度高、穩定度高。
三、細心、親和力。
四、有效期限內之救生員證

✔應徵方式：
一、直接於網路投遞履歷。
二、電話應徵0952094568 找『林督導』。
三、LINE-lD 0952094568"
61,"☺【鴻陽運動事業，專業、服務、品質】歡迎您的加入☺
☺無經驗可，肯學習可☺

✔工作地點：
新北市新店區


✔工作內容：
一、執行服務品質手冊表單內容。
二、協助游泳教學相關業務推廣。

✔工作時段：
一、週二~週五 1500-1800、1900-2200、週六~週日 0800-1200、1300-1800、1900-2100
二、週二~週五 1400-1800、1900-2200、週六~週日 0900-1200、1400-1800、1900-2200

✔休假制度：依照公司規定

✔具備條件：
一、守時、認真負責、態度良好。
二、配合度高、穩定度高。
三、細心、親和力。
四、有效期限內之救生員證

✔應徵方式：
一、直接於網路投遞履歷。
二、電話應徵0952094568 找『林督導』。
三、LINE-lD 0952094568"
62,"Amaze Yourself !! 歡迎加入全球第一女性健身品牌! 

Curves (可爾姿)讓所有女性，由內而外散發自信健康的美麗光彩。 

【Curves 的榮耀】 

✔榮獲 <工商時報>第五屆服務業大評鑑服務業金牌獎 
✔榮獲 2017<天下雜誌>金牌服務獎""運動中心類""的第一名 

【自我成長】 

1. 自我發揮: 歡迎愛笑、愛說話的妳。 
2. 自我成長: 工作不會輕鬆，但是妳會得到自信。 
3. 學習溝通: 溝通應對學習，享受助人快樂。 
4. 團隊相處: 一個人可以走的快，一群人會走得遠。 

【具意義的工作】 

1. 運動支持：運動指導，協助會員達成目標。 
2. 活動企劃：發揮創意想像來設計活動，使運動變得有趣又好玩。 
3. 品牌行銷：每月多彩多姿的活動, 發傳單、客戶製造、肌肉訓練推廣。 
5. 社會回饋：關注女性議題，募集物資、推廣婦癌篩檢，幫助世界更美好。 

【專屬福利】 

一、安心保障 
-工時彈性: 每周15小時以上即可。 
-保障薪資: 試用期即保障薪資。 
-免費項目: 免費制服、免費瘦身運動、團隊餐飲福利金。 

二、安心發展 
-無須經驗: 從0開始，提供完整培訓課程。 
-免費訓練: 完整培訓課程，協助考取證照，無強迫付費訓練與課程。 
-職涯規劃: 畢業後優先升任正職，起薪與福利皆較優。 

三、專屬福利 
-海外旅遊: 提供補助金。 
-團隊獎金: 三個月後開始領取、包含電影票或禮券。 
-免費運動:養成正確運動習慣, 管理好身材 

Curves教練是個非常有趣、有成就感的工作! 

歡迎熱情活潑、喜愛運動、樂於助人的夥伴。 

我們是全球最大連鎖健身第一品牌，也是台灣分店最多的運動中心。有別於傳統大型健身中心，是專為女性打造的器材與健身計劃，是讓女性能夠安心、健康、愉快的運動和工作環境。 
上網了解更多訊息 
台灣官網 http://www.curves.com.tw/ 

官方部落格http://www.curves.net.tw"
63,"Amaze Yourself !! 歡迎加入全球第一女性健身品牌! 

Curves (可爾姿)讓所有女性，由內而外散發自信健康的美麗光彩。 

【Curves 的榮耀】 

✔榮獲 <工商時報>第五屆服務業大評鑑服務業金牌獎 
✔榮獲 2017<天下雜誌>金牌服務獎""運動中心類""的第一名 

【自我成長】 

1. 自我發揮: 歡迎愛笑、愛說話的妳。 
2. 自我成長: 工作不會輕鬆，但是妳會得到自信。 
3. 學習溝通: 溝通應對學習，享受助人快樂。 
4. 團隊相處: 一個人可以走的快，一群人會走得遠。 

【具意義的工作】 

1. 運動支持：運動指導，協助會員達成目標。 
2. 活動企劃：發揮創意想像來設計活動，使運動變得有趣又好玩。 
3. 品牌行銷：每月多彩多姿的活動, 發傳單、客戶製造、肌肉訓練推廣。 
5. 社會回饋：關注女性議題，募集物資、推廣婦癌篩檢，幫助世界更美好。 

【專屬福利】 

一、安心保障 
-工時彈性: 每周15小時以上即可。 
-保障薪資: 試用期即保障薪資。 
-免費項目: 免費制服、免費瘦身運動、團隊餐飲福利金。 

二、安心發展 
-無須經驗: 從0開始，提供完整培訓課程。 
-免費訓練: 完整培訓課程，協助考取證照，無強迫付費訓練與課程。 
-職涯規劃: 畢業後優先升任正職，起薪與福利皆較優。 

三、專屬福利 
-海外旅遊: 提供補助金。 
-團隊獎金: 三個月後開始領取、包含電影票或禮券。 
-免費運動:養成正確運動習慣, 管理好身材 

Curves教練是個非常有趣、有成就感的工作! 

歡迎熱情活潑、喜愛運動、樂於助人的夥伴。 

我們是全球最大連鎖健身第一品牌，也是台灣分店最多的運動中心。有別於傳統大型健身中心，是專為女性打造的器材與健身計劃，是讓女性能夠安心、健康、愉快的運動和工作環境。 
上網了解更多訊息 
台灣官網 http://www.curves.com.tw/ 

官方部落格http://www.curves.net.tw"
64,"招募-額溫量測人員
工作的時段為：每日07:00～14:30 (午休用餐一小時)
時薪為每小時$200/H
地點：捷運市政府站旁商辦（步行3分鐘）

意者請洽：0930-472-142
Line : shie750408"
65,"1.巡邏建築物與周遭環境，留意可疑線索，確保門窗安全。
2.回應警報器並且調查引起警鈴的原因。
3.保護被保全之人或物的安全。
4.由監視器畫面監看出入份子，以確保社區安全。"
66,"一般警衛勤務.輕鬆.單純.
歡迎退休人士.二度就業加入."
67,"1.維護海泳池秩序與安全。
2.救護設備之維護。 
3.協助維護海泳池周圍與更衣室之衛生。 
4.具救生員執照(內政部體育署核發證照)。
5.其他主管交辦事項"
68,"一、無前科紀錄、無食檳榔
二、機靈反應快、刻苦耐勞
三、對工作態度熱忱、用心
四、親和力佳、懂得應對進退
五、談吐得體有禮貌
六、穩定度佳，有責任心
七、須能久站
八、上班時間19:00~07:00"
69,"一、無前科紀錄、無食檳榔
二、機靈反應快、刻苦耐勞
三、對工作態度熱忱、用心
四、親和力佳、懂得應對進退
五、談吐得體有禮貌
六、穩定度佳，有責任心
七、須能久站
八、上班時間07:00~19:00"
70,"一、負責泳池內及四周所有人員之安全秩序與非執行救生工作時之清潔管理。
二、救生員應有鮮明（紅色）標誌之服裝及哨子讓泳客容易辨識。
三、凡開放或上課期間，視線不得離開泳池。救生員應在救生台或岸邊巡邏，走動式之救生員應特別注意下水處及角落或群聚嬉戲之團體，並不得離開池邊5公尺。
四、救生員對違規跳水或危險動作者其哨音應有權威性，其他救生員或其他工作人員聽哨音應迅速支援。
五、遇其他緊急事故其哨音應急促、短捷並輔以手勢請泳客儘快離池，待事故排除時再重新開池。開池時，救生員應先就救生臺就位。
六、如發現需救溺情事應先急哨音知會救生夥伴前來支援。
七、定點救生員與巡場救生員應定時交替工作位置；在半場時要交替工作位置前應先巡場確定水域平安釐清責任。
八、服勤期間救生員切忌聊天、打嗑睡、滑手機、任意離開泳池、下水游泳、教學或從事其他分心工作等行為，否則視同擅離職守。
九、清場時間，所有救生員除應巡視自己責任區外，應全場仔細加強巡視方可關燈、關門。
十、應確定泳客完全離場，救生員方可下班。
十一、泳客受傷或溺水時，需依意外事故處理流程圖辦理。
十二、快速水道禁止停留、戲水或進行影響他人連續游泳之行為，如有該情況發 生，救生員應立即告知並勸離。
十三、須配合游泳館每季大保養及每月小保養時間，進行全館清潔、器材維護及保養。"
71,"(1)泳池、SPA水池水質檢測維護及環境清潔。
(2)泳池機房設備維護。
(3)泳池開放時段駐守泳池畔維護遊客安全。
(4)布巾補充及盤點。
(5)協助宴會活動服務。
(6)具備體育署救生證照。
"
72,"1.負責賣場出入口人員安全管制
2.負責各哨點勤務執行輪替及安全稽核
3.賣場巡邏安全維護管理
4.消防安全管理"
73,"1. 負責賣場出入口人員安全管制
2. 負責各哨點勤務執行輪替及安全稽核
3. 購物手推車各定點整理
4. 可配合輪班
5. 定期契約聘僱"
74,"1.負責賣場出入口人員安全管制
2.負責各哨點勤務執行輪替及安全稽核
3.賣場巡邏安全維護管理
4.消防安全管理"
75,"1.負責賣場出入口人員安全管制
2.負責各哨點勤務執行輪替及安全稽核
3.賣場巡邏安全維護管理
4.消防安全管理"
76,"1.負責賣場出入口人員安全管制
2.負責各哨點勤務執行輪替及安全稽核
3.賣場巡邏安全維護管理
4.消防安全管理"
77,"1.負責賣場出入口人員安全管制
2.負責各哨點勤務執行輪替及安全稽核
3.賣場巡邏安全維護管理
4.消防安全管理"
78,"1.球具之清潔擦拭
2.掃具之清潔消毒
3.場館之清潔打掃
4.交辦行政業務"
79,"1.球具、器材、掃具、場館環境之清潔與消毒
2.開閉館作業
3.其他主管交辦行政業務"
80,"協助船舶所有人處理船舶相關事務"
